openbeta_id,candidate_id,verdict,reason,name_similarity,area_similarity
76fa453b-aabc-59e0-8483-fbb88d34c998,69542,uncertain,broad_fuzzy_audit,0.957,0.273
7794acf3-2d32-55d2-baff-105a22b988e2,37278,uncertain,broad_fuzzy_audit,0.952,0.667
789678ef-6418-5d6f-9691-748e72fb569b,18448,uncertain,previously_reviewed,,
78cd0ff6-5686-4318-8ac1-4d9213df1d40,51009,likely_same,broad_fuzzy_audit,0.981,0.968
7abca81e-7316-53a5-9f6c-eaaf89169d01,9714,likely_same,broad_fuzzy_audit,0.97,0.917
7ada855c-b316-5dad-b28d-057ec3be7d80,114574,likely_same,broad_fuzzy_audit,0.971,0.877
7af01e9d-b543-52bf-a416-e67abf28af49,129271,uncertain,broad_fuzzy_audit,0.952,0.316
7b4ec606-745d-46ba-8b94-6d2fc65bcea9,64334,uncertain,broad_fuzzy_audit,0.897,0.692
7b5afc53-a930-53f2-8ca4-c8a7e225177f,50981,likely_same,broad_fuzzy_audit,0.96,0.769
7b5fc464-f6a6-4d0e-a611-c21ae5a440f0,46823,likely_same,canada_boulder_audit_20260924,,
7b6deb9b-4701-5d03-892b-42f45fa36e25,,uncertain,previously_reviewed,,
7b8416db-1dc2-42f6-814d-66d1971b5667,72056,uncertain,broad_fuzzy_audit,0.947,0.714
7b8416db-1dc2-42f6-814d-66d1971b5667,81818,uncertain,broad_fuzzy_audit,0.947,0.714
7b87f7ef-b773-4380-8b31-837072b991f7,124931,uncertain,previously_reviewed,,
7bd2e5bb-9690-4df3-97b7-4e6812edd6f7,65281,likely_same,broad_fuzzy_audit,0.96,0.75
7c890d77-0dea-4dfd-9235-c10bdfe419d3,25455,likely_same,broad_fuzzy_audit,0.973,0.857
7ca37619-e031-55d9-b9af-9c7f8a90bb8e,133563,uncertain,broad_fuzzy_audit,0.963,0.471
7df48729-dc60-4e9f-8360-3982c43f7ffe,75593,likely_same,broad_fuzzy_audit,0.917,0.75
81b0568b-c281-5252-8c32-db4484e46df7,33769,likely_same,broad_fuzzy_audit,0.917,0.743
81f909c4-c614-5298-8fcc-ede171b92bfb,77006,uncertain,broad_fuzzy_audit,0.9,0.7
82ea2684-f716-4524-bf9c-20e3f9771c68,41809,likely_same,broad_fuzzy_audit,0.944,0.75
83a07955-e10b-549f-9149-bbc81be88cac,,uncertain,previously_reviewed,,
8408b272-5b4d-5e85-9a7e-bbffcdda2a4a,55262,uncertain,broad_fuzzy_audit,0.96,0.167
84f31784-46e1-5c73-b8b9-4694a9b85328,,uncertain,previously_reviewed,,
85211a50-cb12-5c43-ac4f-23691b68ad0d,37427,uncertain,previously_reviewed,,
85731a25-c9c9-51f5-a77a-256fdd7adc7b,96889,likely_same,broad_fuzzy_audit,0.974,0.889
859166b5-4085-55ed-907e-7f5d4ff4a982,,uncertain,previously_reviewed,,
865754af-15a8-4c12-a50f-58eb6601023b,10354,uncertain,previously_reviewed,,
8727d6fe-ae0c-58f7-a55f-033c605ae5d1,46844,uncertain,broad_fuzzy_audit,0.963,0.667
879aa8ad-0dcd-505d-971b-23168b467d8c,74580,uncertain,broad_fuzzy_audit,0.909,0.714
88a562d6-f23c-5afa-b1be-6f6da58356d2,130824,uncertain,broad_fuzzy_audit,0.952,0.714
88a562d6-f23c-5afa-b1be-6f6da58356d2,47606,uncertain,broad_fuzzy_audit,0.9,0.714
89075aaf-7f18-507d-b349-eab581bc61dc,23622,uncertain,broad_fuzzy_audit,0.909,0.667
8a58a59f-79e8-4930-a6a3-818ac42f61e2,16194,uncertain,canada_boulder_audit_20260924,,
8aaa0de1-1e6d-4a06-992b-3a2025f4dd30,66024,likely_same,broad_fuzzy_audit,0.952,0.75
8c22bf8e-06fa-45fb-b051-022ba31c9249,83967,uncertain,broad_fuzzy_audit,0.97,0.538
8de4c488-33e0-41e8-9514-57bf493b9308,88171,uncertain,broad_fuzzy_audit,0.955,0.414
8ec3f643-23aa-4020-b143-c2e2af2fd4c6,85479,uncertain,broad_fuzzy_audit,0.938,0.75
8ed6f793-0f62-5b62-a7ec-662019307c1b,58294,uncertain,broad_fuzzy_audit,0.968,0.438
8fa06f06-08fa-562c-88cc-0f0094fdfc8d,39690,distinct_variant,broad_fuzzy_audit,0.919,0.782
91000e08-00ca-4001-9056-e9c61313df65,83845,likely_same,broad_fuzzy_audit,0.9,0.75
91f257cb-ff27-5a8c-9a3d-dbc24f83750d,67682,uncertain,previously_reviewed,,
930c58c5-afb3-54de-a81c-c86590569f86,43564,likely_same,broad_fuzzy_audit,0.947,0.877
94af362c-6d71-4e17-96de-46e5fc3a1f3b,65903,likely_same,broad_fuzzy_audit,0.947,1.15
9507cf9d-c7ef-52f2-b57b-49904463ea31,17492,distinct_variant,broad_fuzzy_audit,0.909,0.692
99324bd9-670d-5514-8123-2c544b8bf8ce,41646,uncertain,broad_fuzzy_audit,0.957,0.471
99634aa8-74e0-4765-9206-19d1bf84bf95,83222,uncertain,broad_fuzzy_audit,0.9,0.75
9a55a056-e7c3-4f0a-8e2b-99ee22e521d4,11044,likely_same,broad_fuzzy_audit,0.923,0.817
9bc80914-cc58-4bcd-8d59-47e2fb406619,80740,likely_same,broad_fuzzy_audit,0.938,0.75
9c2e9fa7-b200-56c5-9760-75bd5c85785f,38441,distinct_variant,broad_fuzzy_audit,0.889,0.667
9d79ec4e-02a4-545b-9807-dc658db44a7a,21220,likely_same,broad_fuzzy_audit,0.957,0.917
9dba2326-db4f-4ea0-aa8c-21e0d536d2e4,35656,uncertain,broad_fuzzy_audit,0.968,0.333
9f2dbe76-2b06-4bde-8750-77e4d1a6c79d,93118,likely_same,canada_boulder_audit_20260924,,
a00d1b2f-2e03-5e4c-8d21-74bb16aeecc6,97233,uncertain,broad_fuzzy_audit,0.957,0.471
a0420ab2-2942-4223-b110-222633f605b8,7767,likely_same,broad_fuzzy_audit,0.93,1.025
a2951617-26f1-59ea-96cb-ddf90bd42518,69296,uncertain,broad_fuzzy_audit,0.957,0
a6221779-6bed-550a-a048-fa187e239acb,100078,uncertain,broad_fuzzy_audit,0.957,0.516
a66d9e1c-a286-557e-b51e-ca2eb1511fa2,98401,uncertain,broad_fuzzy_audit,0.897,0.8
a6d7d8db-12ef-4669-9dcc-2432fd4b0a98,40871,likely_same,anchored_sample_20260919,,
a7411abb-6e8f-47e4-989d-1e6a8dcd775e,97381,uncertain,previously_reviewed,,
a78ee8ca-3774-5d64-8f41-4bfc6293db66,105259,uncertain,broad_fuzzy_audit,0.944,0.708
a8c4bd78-8c2d-58a8-974b-988a5494c72f,92167,uncertain,broad_fuzzy_audit,0.957,0.286
ab6c5421-de60-5144-8a36-5c329f3162e5,98264,distinct_variant,broad_fuzzy_audit,0.897,0.877
ab785122-3fd5-51a4-b4bb-2ee112fdee6b,137347,uncertain,broad_fuzzy_audit,0.88,0.765
ace6940b-819e-430e-98d9-18cb614bfcf6,33241,uncertain,broad_fuzzy_audit,0.963,0
ad99024d-cbbb-4340-9c78-5d0ad662afef,129631,likely_same,broad_fuzzy_audit,0.923,0.75
ae947896-3559-5e36-a8ab-b7f80c20fb03,19404,uncertain,broad_fuzzy_audit,0.933,0.714
ae947896-3559-5e36-a8ab-b7f80c20fb03,80096,uncertain,broad_fuzzy_audit,0.933,0.714
af3842c0-8eca-58f6-96c8-3c9d3a201ad1,762,uncertain,broad_fuzzy_audit,0.929,0.7
af6f40b8-510a-4aa2-8a1d-8449c1b05a61,7394,uncertain,broad_fuzzy_audit,0.875,0.75
b0641aed-cc9c-4bd0-b6f2-a4fb0c24681c,27048,likely_same,broad_fuzzy_audit,0.909,1.025
b16fdbb5-c985-4401-9830-ff47dea1b55b,32331,likely_same,broad_fuzzy_audit,0.909,0.75
b205195b-98dc-4795-adad-b45246970194,3425,uncertain,previously_reviewed,,
b412ae65-1c60-5058-a888-fa4f9db98e2c,121275,likely_same,broad_fuzzy_audit,0.963,0.727
b47b657c-b4d5-532d-801d-e0e4f744dccc,23874,uncertain,broad_fuzzy_audit,0.941,0.714
b47b657c-b4d5-532d-801d-e0e4f744dccc,80096,uncertain,broad_fuzzy_audit,0.933,0.714
b4f81a12-7569-471c-b16f-92f14cec0c15,12510,uncertain,previously_reviewed,,
b6538e13-373c-4799-b8a6-079a45373013,19044,uncertain,broad_fuzzy_audit,0.952,0
b9fbcc56-f345-5eaa-8366-5b5c24f1e591,131739,likely_same,anchored_sample_20260921,,
bd370b7b-f39c-4f8e-998d-ea6c81fe287f,21306,distinct_variant,broad_fuzzy_audit,0.923,1.15
be5f6250-5af2-5595-94d5-96fdcf5dc8ba,128311,uncertain,broad_fuzzy_audit,0.947,0.706
bf03c2a2-b3c9-4ec8-a5e0-4a1524c78ded,31146,likely_same,broad_fuzzy_audit,0.917,0.75
c03629fa-8fe2-5d48-a6ef-53745220d684,61203,uncertain,broad_fuzzy_audit,0.933,0.714
c03629fa-8fe2-5d48-a6ef-53745220d684,70697,uncertain,broad_fuzzy_audit,0.933,0.714
c0550aea-0f8a-5ddf-9b58-177b0a78f98d,28114,uncertain,broad_fuzzy_audit,0.947,0.667
c1eb4d18-1666-4cd8-a4cf-e1b865e74bf2,122173,uncertain,broad_fuzzy_audit,0.974,0.625
c203906b-aa3b-5ddf-8a62-3e96409e4928,82990,uncertain,broad_fuzzy_audit,0.96,0.24
c2acff45-e7c9-5b0b-9f8b-1df002a518cf,74684,uncertain,broad_fuzzy_audit,0.923,0.9
c363a7da-2d5e-4b46-ae66-89cf52f9fccc,25341,likely_same,broad_fuzzy_audit,0.917,0.969
c36f931d-3315-408e-9bd4-ac2d5847d346,124117,likely_same,broad_fuzzy_audit,0.927,0.969
c38d86b3-0edc-4a93-9bf0-09ca4e3f2ad2,5232,uncertain,anchored_sample_20260921,,
c4bf2161-fb94-5a1b-a3e9-a9bbbe654f2e,25985,uncertain,previously_reviewed,,
c4c64fb0-5407-4d18-b7e9-090d469b0a30,1523,likely_same,canada_boulder_audit_20260924,,
c656cca2-26af-5ab7-a285-6b88fe75e554,19644,uncertain,previously_reviewed,,
c6c92d17-8d1f-5bae-9bfe-f87c35ec243b,13217,uncertain,broad_fuzzy_audit,0.985,0.3
c7c9cf4a-97b0-470b-a4c5-3a9520bbb5af,83023,uncertain,previously_reviewed,,
c7fa55ac-bf37-5c4a-8420-2e59cb19cfd3,95031,likely_same,broad_fuzzy_audit,0.979,0.769
