openbeta_id,original_climb_id,new_climb_id,original_name,new_name,type,original_grade_ordinal,new_grade_ordinal,expected_original_area_id,expected_new_area_id,relationship,original_area_path,new_area_path,source_path,source_url,evidence
1a5ad7a0-bd0b-5fc8-9359-923814a21815,82543,156859,Cedar's Dihedral,Cedar's Dihedral,sport,10,10,4928,13384,old_descendant,North America > United States > California > Redwood Coast > Trinity Arêtes > Shooting Gallery > Boardwalk,North America > United States > California > Redwood Coast > Trinity Arêtes > Shooting Gallery,United States > California > Redwood Coast > Trinity Arêtes > Shooting Gallery,,Unique original already at a more specific descendant than the source route. Grade difference 0; the imported ID has no user history.
1cac2d3c-b0dc-5cb6-b90e-65e55ead3548,53549,158333,County Line,County Line,sport,8,8,7406,7406,same_area,North America > United States > Colorado > Fort Collins > Poudre Canyon > Crystal Wall,North America > United States > Colorado > Fort Collins > Poudre Canyon > Crystal Wall,United States > Colorado > Fort Collins > Poudre Canyon > Crystal Wall,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
1dc3bab4-cf82-5425-b81b-9914457576d4,80325,158982,Stairway to Heaven,Stairway to heaven,boulder,1,1,1194,25068,old_descendant,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon > Cedar Slide,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,,Unique original already at a more specific descendant than the source route. Grade difference 0; the imported ID has no user history.
1e4154b5-77fe-5311-8d87-29963851fdfc,95207,159255,Bird In Hand,Bird in Hand,sport,15,15,1726,1726,same_area,North America > United States > Iowa > Pictured Rocks > Wild Iowa Wall,North America > United States > Iowa > Pictured Rocks > Wild Iowa Wall,United States > Iowa > Pictured Rocks > Wild Iowa Wall,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
1efdef02-8c47-5596-8c66-1d6b935a5264,84443,159716,Distant Thunder,Distant Thunder,sport,15,16,26620,26639,new_descendant,North America > United States > Wyoming > Fremont Canyon,North America > United States > Wyoming > Fremont Canyon > Twin Towers Wall (aka Low Voltage Wall),United States > Wyoming > Fremont Canyon > Twin Towers Wall (aka Low Voltage Wall),,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 1; the imported ID has no user history.
218eee41-5d94-502e-be27-5bd31c904142,94059,161191,the sheep buggerer,The Sheep Buggerer,sport,18,18,4474,16166,new_descendant,North America > United States > Colorado > South Platte > Devil's Head,"North America > United States > Colorado > South Platte > Devil's Head > Crag Ranch, The","United States > Colorado > South Platte > Devil's Head > Crag Ranch, The",,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 0; the imported ID has no user history.
21a58dce-b794-5685-9bb0-b5c0ac39e8ad,82782,161239,Insomnia,Insomnia,boulder,13,13,24366,24376,new_descendant,North America > United States > Texas > Nolan River,North America > United States > Texas > Nolan River > Quality Crontrol cliff band,United States > Texas > Nolan River > Quality Crontrol cliff band,,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 0; the imported ID has no user history.
28be7d18-da93-5f1f-bde9-ee45b2d926a3,66216,165404,The Natural,The Natural,sport,20,19,256,256,same_area,North America > United States > California > Central Coast > Hwy 166/Silly Rock > Owl Tor,North America > United States > California > Central Coast > Hwy 166/Silly Rock > Owl Tor,United States > California > Central Coast > Hwy 166/Silly Rock > Owl Tor,,Unique original with same normalized name/start and type in the same final area. Grade difference 1; the imported ID has no user history.
2b9f95e9-5fa5-5003-8217-7069a32c342d,95231,167065,I hate the world,I Hate the World,sport,13,12,1677,25068,old_descendant,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon > The 10 mile wall,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,,Unique original already at a more specific descendant than the source route. Grade difference 1; the imported ID has no user history.
2f427faa-0ae5-585c-b379-0d4ee75b121d,75165,169213,Swallow My Pride,Swallow My Pride,sport,19,19,4126,4126,same_area,North America > United States > California > San Francisco Bay Area > Wine Country > Mount St. Helena,North America > United States > California > San Francisco Bay Area > Wine Country > Mount St. Helena,United States > California > San Francisco Bay Area > Wine Country > Mount St. Helena,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
327efdac-9a88-5f3a-ba77-e76db6a2e51b,72403,171036,Flying Spaghetti Monster,Flying Spaghetti Monster,sport,18,18,20748,20757,new_descendant,North America > United States > New Mexico > Jemez Mountains and Jemez Valley > Upper East Fork (UEF),North America > United States > New Mexico > Jemez Mountains and Jemez Valley > Upper East Fork (UEF) > Wheel of Karma,United States > New Mexico > Jemez Mountains and Jemez Valley > Upper East Fork (UEF) > Wheel of Karma,,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 0; the imported ID has no user history.
328300f7-20a6-5598-8292-f03a04a440c1,16035,171047,Jizzercise,Jizzercise,boulder,7,6,24366,24375,new_descendant,North America > United States > Texas > Nolan River,North America > United States > Texas > Nolan River > Pilgrims Pride & Jizzercise Boulders,United States > Texas > Nolan River > Pilgrims Pride & Jizzercise Boulders,,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 1; the imported ID has no user history.
33012f4e-0274-52dc-b814-3a6faed69741,114968,171346,The Centerpiece,The Centerpiece,boulder,6,6,638,13131,old_descendant,North America > United States > California > Los Angeles Basin > Santa Monica Mountains > Purple Stones,North America > United States > California > Los Angeles Basin > Santa Monica Mountains,United States > California > Los Angeles Basin > Santa Monica Mountains > *Santa Monica Mountains Bouldering,,Unique original already at a more specific descendant than the source route. Grade difference 0; the imported ID has no user history.
336e71dd-feef-5465-95b6-de863db62f4d,38975,171587,goat dyno,Goat Dyno,boulder,10,9,15921,15921,same_area,North America > United States > Colorado > Morrison/Evergreen/Littleton > Matthews Winters Park > Millennium Boulder,North America > United States > Colorado > Morrison/Evergreen/Littleton > Matthews Winters Park > Millennium Boulder,"United States > Colorado > Morrison/Evergreen/Littleton > Matthews-Winters Park > Millenium Boulder, The",,Unique original with same normalized name/start and type in the same final area. Grade difference 1; the imported ID has no user history.
33a4c8d5-e703-5e7c-83dc-1650a12e28ae,28770,171695,Chupacabra,Chupacabra,sport,19,19,20748,20754,new_descendant,North America > United States > New Mexico > Jemez Mountains and Jemez Valley > Upper East Fork (UEF),North America > United States > New Mexico > Jemez Mountains and Jemez Valley > Upper East Fork (UEF) > Monster Wall,United States > New Mexico > Jemez Mountains and Jemez Valley > Upper East Fork (UEF) > Monster Wall,,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 0; the imported ID has no user history.
34f8ef76-38c6-5326-b40e-6561765b285a,65252,172508,Chips Ahoy,Chips Ahoy,sport,21,21,256,256,same_area,North America > United States > California > Central Coast > Hwy 166/Silly Rock > Owl Tor,North America > United States > California > Central Coast > Hwy 166/Silly Rock > Owl Tor,United States > California > Central Coast > Hwy 166/Silly Rock > Owl Tor,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
35c041c3-31df-5c0b-afa8-622c93ec181b,85048,172977,Hayduke,Hayduke,boulder,7,6,25065,25065,same_area,North America > United States > Utah > Southwest Utah > Brian Head > Bunker Creek,North America > United States > Utah > Southwest Utah > Brian Head > Bunker Creek,United States > Utah > Southwest Utah > Brian Head > Bunker Creek,,Unique original with same normalized name/start and type in the same final area. Grade difference 1; the imported ID has no user history.
363a88c7-1b4b-5c60-b3d8-aae53831bc67,73701,173276,butterfingers,Butterfingers,sport,8,8,13105,13105,same_area,North America > United States > California > Los Angeles Basin > Angeles National Forest > Williamson Rock,North America > United States > California > Los Angeles Basin > Angeles National Forest > Williamson Rock,United States > California > Los Angeles Basin > Angeles National Forest > Williamson Rock,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
395fc67e-5767-5f46-9844-8dd2ef8b0f4d,41129,175065,Quality Control,Quality Control,boulder,9,8,24366,24376,new_descendant,North America > United States > Texas > Nolan River,North America > United States > Texas > Nolan River > Quality Crontrol cliff band,United States > Texas > Nolan River > Quality Crontrol cliff band,,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 1; the imported ID has no user history.
3e596497-cded-5495-bc62-98755e936385,32376,292464,Easy Rider,Easy Rider,sport,7,7,4119,4119,same_area,North America > United States > California > San Diego County > South San Diego County > Mission Gorge,North America > United States > California > San Diego County > South San Diego County > Mission Gorge,United States > California > San Diego County > South San Diego County > Mission Gorge,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
3eda89ba-2c75-5ac4-92a0-65a8f69747b9,97043,178269,Hope,Hope,sport,19,18,546,546,same_area,North America > United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,North America > United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,,Unique original with same normalized name/start and type in the same final area. Grade difference 1; the imported ID has no user history.
40f30730-658c-5445-85e7-c7b9f4555c22,22383,179483,Master of Manipulation,Master Of Manipulation,boulder,11,11,207,7619,old_descendant,North America > United States > West Virginia > New River Gorge > New River Gorge Proper > Endless Wall > Fern Point,North America > United States > West Virginia > New River Gorge > New River Gorge Proper > Endless Wall,"United States > West Virginia > New River Gorge, The > New River Gorge Proper > Endless Wall",,Unique original already at a more specific descendant than the source route. Grade difference 0; the imported ID has no user history.
440f47f8-9514-524c-b89c-d1fde8e39594,58903,181301,Teaming Metropolis,Teaming Metropolis,sport,13,13,4282,4282,same_area,North America > United States > Utah > Wasatch Range > Central Wasatch > Big Cottonwood,North America > United States > Utah > Wasatch Range > Central Wasatch > Big Cottonwood,United States > Utah > Wasatch Range > Central Wasatch > Big Cottonwood Canyon,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
4527cd7f-8625-59ef-b053-dc578bfee21b,86797,181943,Thing one,Thing One,boulder,8,8,4264,4264,same_area,North America > United States > Utah > West Desert > Ibex,North America > United States > Utah > West Desert > Ibex,United States > Utah > West Desert > Ibex > Bouldering,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
4599bdd0-dda4-5019-af9d-b2179a1d2024,74731,182189,high school big shot,High School Big Shot,sport,8,7,1193,1193,same_area,North America > United States > California > Central Coast > Conejo Mountain > Mystery Science Theater,North America > United States > California > Central Coast > Conejo Mountain > Mystery Science Theater,United States > California > Central Coast > Conejo Mountain > Mystery Science Theater,,Unique original with same normalized name/start and type in the same final area. Grade difference 1; the imported ID has no user history.
45e296f0-53af-57d1-89ac-24343ae80e40,54424,182369,crystal ball,Crystal Ball,sport,19,19,954,954,same_area,North America > United States > Colorado > Keystone a.k.a. Montezuma > Haus Rock,North America > United States > Colorado > Keystone a.k.a. Montezuma > Haus Rock,United States > Colorado > Keystone a.k.a. Montezuma > Haus Rock,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
468a15a6-df5a-5240-8b24-151e61622b3b,71668,182742,Quantum Cornflakes,Quantum Cornflakes,boulder,5,5,25065,25065,same_area,North America > United States > Utah > Southwest Utah > Brian Head > Bunker Creek,North America > United States > Utah > Southwest Utah > Brian Head > Bunker Creek,United States > Utah > Southwest Utah > Brian Head > Bunker Creek,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
46e9b6db-7ea2-5f28-8f2f-f7bdda036bf4,84267,182955,Madam Butterfly,Madam Butterfly,boulder,7,7,25065,25065,same_area,North America > United States > Utah > Southwest Utah > Brian Head > Bunker Creek,North America > United States > Utah > Southwest Utah > Brian Head > Bunker Creek,United States > Utah > Southwest Utah > Brian Head > Bunker Creek,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
490c51b0-d38d-589a-a36d-5bf5bf768f60,49710,184198,Maple Canyon Arete,Maple Canyon Arete,boulder,3,2,638,13131,old_descendant,North America > United States > California > Los Angeles Basin > Santa Monica Mountains > Purple Stones,North America > United States > California > Los Angeles Basin > Santa Monica Mountains,United States > California > Los Angeles Basin > Santa Monica Mountains > *Santa Monica Mountains Bouldering,,Unique original already at a more specific descendant than the source route. Grade difference 1; the imported ID has no user history.
516e0181-d7e4-5fe3-a743-ee738055435d,20243,189104,Auto Magic,Auto Magic,sport,18,18,256,256,same_area,North America > United States > California > Central Coast > Hwy 166/Silly Rock > Owl Tor,North America > United States > California > Central Coast > Hwy 166/Silly Rock > Owl Tor,United States > California > Central Coast > Hwy 166/Silly Rock > Owl Tor,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
52629953-a97a-5303-88e0-fccb25f41742,104140,189672,Rex Luthor,Rex Luthor,sport,15,16,546,546,same_area,North America > United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,North America > United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,,Unique original with same normalized name/start and type in the same final area. Grade difference 1; the imported ID has no user history.
52bb6742-3461-541c-94c9-e595f719a396,53172,189877,best seller,Best Seller,sport,18,18,4131,4131,same_area,North America > United States > California > Devils Punchbowl,North America > United States > California > Devils Punchbowl,United States > California > High Desert > Antelope Valley Area > Devil's Punchbowl,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
52e4fcef-e199-50fe-a454-87d7cb9c8adf,89098,189963,Booga Beluga,Booga Beluga,sport,15,14,1566,25068,old_descendant,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon > The Cetacean Wall,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,,Unique original already at a more specific descendant than the source route. Grade difference 1; the imported ID has no user history.
5470ead7-0ce0-5a5a-af4c-e13647b37105,69470,190884,Anchor Punch,Anchor Punch,sport,18,18,256,256,same_area,North America > United States > California > Central Coast > Hwy 166/Silly Rock > Owl Tor,North America > United States > California > Central Coast > Hwy 166/Silly Rock > Owl Tor,United States > California > Central Coast > Hwy 166/Silly Rock > Owl Tor,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
5471816e-056e-53a7-8067-2a634c54d9f5,52947,190886,Attitude adjuster,Attitude Adjuster,sport,21,21,4131,4131,same_area,North America > United States > California > Devils Punchbowl,North America > United States > California > Devils Punchbowl,United States > California > High Desert > Antelope Valley Area > Devil's Punchbowl,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
55e49d55-0528-50f8-a1e2-ddef92dc2bdd,102012,191765,Tooth or Consequences,Tooth or Consequences,sport,15,15,546,546,same_area,North America > United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,North America > United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
58e0449a-4789-50de-8af1-db436059cd21,83051,193552,Open Season,Open Season,sport,11,11,4929,13384,old_descendant,North America > United States > California > Redwood Coast > Trinity Arêtes > Shooting Gallery > Lower Shooting Gallery,North America > United States > California > Redwood Coast > Trinity Arêtes > Shooting Gallery,United States > California > Redwood Coast > Trinity Arêtes > Shooting Gallery,,Unique original already at a more specific descendant than the source route. Grade difference 0; the imported ID has no user history.
5a4a08ee-9e2c-57cd-ad15-ce1a75cd9465,97809,194418,Crack of Despair,Crack of Despair,sport,19,19,546,546,same_area,North America > United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,North America > United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
5ac70856-07e1-5f63-ab05-2462ae80f3bc,40679,194702,Girls With Guns,Girls With Guns,sport,13,13,546,546,same_area,North America > United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,North America > United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
5cddf64f-2952-57c4-81a2-d570991f396a,54283,195920,The Sun,The Sun,sport,18,18,943,943,same_area,North America > United States > California > Sierra Eastside > Mammoth Lakes Area > Looking wall,North America > United States > California > Sierra Eastside > Mammoth Lakes Area > Looking wall,United States > California > Sierra Eastside > Mammoth Lakes Area > Looking Wall,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
5d0a40f3-edb1-5135-b847-0e7fb2d334be,91911,196039,the peanut,The Peanut,boulder,9,9,1296,4014,old_descendant,North America > United States > Arizona > Northern Arizona > Flagstaff > Glorias,North America > United States > Arizona > Northern Arizona > Flagstaff,United States > Arizona > Northern Arizona > *Northern AZ Bouldering* > *Flagstaff Bouldering*,,Unique original already at a more specific descendant than the source route. Grade difference 0; the imported ID has no user history.
5d0cacdd-f59e-516b-ae04-598b2f110ec0,99626,196045,Ballet of the Bulge,Ballet of the Bulge,sport,15,15,7406,7406,same_area,North America > United States > Colorado > Fort Collins > Poudre Canyon > Crystal Wall,North America > United States > Colorado > Fort Collins > Poudre Canyon > Crystal Wall,United States > Colorado > Fort Collins > Poudre Canyon > Crystal Wall,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
626895ac-0dea-5594-9d30-923391445322,86904,199166,Baby Power,Baby Power,boulder,9,9,24366,24377,new_descendant,North America > United States > Texas > Nolan River,North America > United States > Texas > Nolan River > Rattlesnake Wall,United States > Texas > Nolan River > Rattlesnake Wall,,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 0; the imported ID has no user history.
65e41579-9911-5cfa-bca4-924e03da0335,67625,201180,i accuse my parents,I Accuse My Parents,sport,10,10,1193,1193,same_area,North America > United States > California > Central Coast > Conejo Mountain > Mystery Science Theater,North America > United States > California > Central Coast > Conejo Mountain > Mystery Science Theater,United States > California > Central Coast > Conejo Mountain > Mystery Science Theater,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
681e8a6e-3dc5-5694-b77f-0ec4a3cd242e,83224,202538,Closing Time Direct Exit,Closing Time Direct Exit,boulder,8,8,1194,25068,old_descendant,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon > Cedar Slide,North America > United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,United States > Utah > Southwest Utah > Cedar City > Cedar Canyon,,Unique original already at a more specific descendant than the source route. Grade difference 0; the imported ID has no user history.
68d2c671-9851-518d-9b88-05cd3743f6e1,49884,202938,Dope Lounge,Dope Lounge,boulder,6,6,808,4014,old_descendant,North America > United States > Arizona > Northern Arizona > Flagstaff > Kelly Canyon,North America > United States > Arizona > Northern Arizona > Flagstaff,United States > Arizona > Northern Arizona > *Northern AZ Bouldering* > *Flagstaff Bouldering*,,Unique original already at a more specific descendant than the source route. Grade difference 0; the imported ID has no user history.
6f99326d-3eab-596d-a671-5d51169817ed,36709,206923,snapping station,Snapping Station,sport,18,18,4474,16212,new_descendant,North America > United States > Colorado > South Platte > Devil's Head,North America > United States > Colorado > South Platte > Devil's Head > Wipeyur Buttress,United States > Colorado > South Platte > Devil's Head > Wipeyur Buttress,,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 0; the imported ID has no user history.
6fa59359-151d-56a2-bc03-bfe1ae428bba,96358,206960,the poacher,The Poacher,sport,17,16,4474,16182,new_descendant,North America > United States > Colorado > South Platte > Devil's Head,North America > United States > Colorado > South Platte > Devil's Head > Hole in the Wall,United States > Colorado > South Platte > Devil's Head > Hole in the Wall,,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 1; the imported ID has no user history.
7501d41d-c4fb-58f0-af55-0036b1fc03b7,91142,210121,Heart Cave,Heart Cave,boulder,6,6,1296,4014,old_descendant,North America > United States > Arizona > Northern Arizona > Flagstaff > Glorias,North America > United States > Arizona > Northern Arizona > Flagstaff,United States > Arizona > Northern Arizona > *Northern AZ Bouldering* > *Flagstaff Bouldering*,,Unique original already at a more specific descendant than the source route. Grade difference 0; the imported ID has no user history.
7db837cf-3523-55d8-82b7-30e0d6b6abc0,100179,215050,Roadside Distraction,Roadside Distraction,sport,15,16,983,983,same_area,North America > United States > California > Central Coast > Hwy 33/Ojai > Wheeler Gorge,North America > United States > California > Central Coast > Hwy 33/Ojai > Wheeler Gorge,United States > California > Central Coast > Hwy 33/Ojai > Wheeler Gorge,,Unique original with same normalized name/start and type in the same final area. Grade difference 1; the imported ID has no user history.
82573372-c0c8-57b0-a96d-0eb40359d21f,29606,217740,When The Sea Doesn't Want You,When The Sea Doesn't Want You,sport,18,18,256,256,same_area,North America > United States > California > Central Coast > Hwy 166/Silly Rock > Owl Tor,North America > United States > California > Central Coast > Hwy 166/Silly Rock > Owl Tor,United States > California > Central Coast > Hwy 166/Silly Rock > Owl Tor,,Unique original with same normalized name/start and type in the same final area. Grade difference 0; the imported ID has no user history.
8264a438-de06-5540-8a52-570d56512807,74694,217774,Jason and the Argonauts,Jason and the Argonauts,sport,20,19,4126,4126,same_area,North America > United States > California > San Francisco Bay Area > Wine Country > Mount St. Helena,North America > United States > California > San Francisco Bay Area > Wine Country > Mount St. Helena,United States > California > San Francisco Bay Area > Wine Country > Mount St. Helena,,Unique original with same normalized name/start and type in the same final area. Grade difference 1; the imported ID has no user history.
82c044dd-a68f-5b7d-9170-d3f01eba1de6,94292,217980,dragonslayer,Dragonslayer,sport,18,17,4474,16182,new_descendant,North America > United States > Colorado > South Platte > Devil's Head,North America > United States > Colorado > South Platte > Devil's Head > Hole in the Wall,United States > Colorado > South Platte > Devil's Head > Hole in the Wall,,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 1; the imported ID has no user history.
847c0234-f6d2-555b-bc4f-7b928fe01329,85712,219026,Take Me To The River,Take Me to the River,sport,12,12,26620,26639,new_descendant,North America > United States > Wyoming > Fremont Canyon,North America > United States > Wyoming > Fremont Canyon > Twin Towers Wall (aka Low Voltage Wall),United States > Wyoming > Fremont Canyon > Twin Towers Wall (aka Low Voltage Wall),,Unique original at an ancestor; source identifies a more specific descendant. Move original there. Grade difference 0; the imported ID has no user history.
858270d4-bb8f-59b2-8191-676ea1af578f,103891,219642,Jennifer's World,Jennifer's World,sport,15,16,546,546,same_area,North America > United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,North America > United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,United States > Colorado > Glenwood Springs > Main Elk Creek > Pup Tent of Solitude,,Unique original with same normalized name/start and type in the same final area. Grade difference 1; the imported ID has no user history.
86ea4513-f656-4f7a-8395-d9f4d09d7c5e,31883,220456,Kali Rolls a Fat Brown One,Kali Rolls a Fat Brown One,sport,19,18,6255,6255,same_area,North America > Canada > British Columbia > West Kootenay > Nelson > Hall Siding,North America > Canada > British Columbia > West Kootenay > Nelson > Hall Siding,Canada > British Columbia > Kootenays West > Nelson > Hall Siding,,Unique original with same normalized name/start and type in the same final area. Grade difference 1; the imported ID has no user history.
